# アメブロ検索: 対応表(スプシ)では決められない記事の例外指定
#
# 1行1指定。タブ区切り。# から行末はコメント。
#   theme  <ブログ>/<テーマ番号>  <メンバー番号>   そのテーマの記事をこの人のものにする
#   theme  <ブログ>/<テーマ番号>  -                そのテーマは取り込まない(取り込み済みは消す)
#   entry  <記事番号>             <メンバー番号>   その記事をこの人のものにする
#   entry  <記事番号>             -                その記事は取り込まない(取り込み済みは消す)
#
# テーマ全体が1人に対応するなら、ここではなく SNSスプシの ameblo_g 行に書く(そちらが本筋)。
# ここに書くのは、スプシの仕組みでは表せないものだけ。

# ── Lovendor（田中れいな以外はハロプロのメンバーではないので取り込まない） ──
entry	12414218505	42	# 2018-10-24 『フラリ銀座/自由な国だから』森戸知沙希
entry	12411685484	41	# 2018-10-13 #えりぽんかわいい  加賀楓
entry	12398763620	41	# 2018-08-18 佐々木大好きPart2！  加賀楓
entry	12391721413	41	# 2018-07-18 ドイツ村！  加賀楓
entry	12388745553	41	# 2018-07-05 カレーそば。 加賀楓
entry	12388518838	41	# 2018-07-04 10,865歩。  加賀楓
entry	12387298151	40	# 2018-06-29 笑顔沢山交換してさ 横山玲奈
entry	12382756411	41	# 2018-06-10 ここ2、3年身長が伸びてません。  加賀楓

# ── morningmusume-9ki ──
entry	12902875453	28	# 2025-05-14 POPUP。生田衣梨奈
entry	12900482536	28	# 2025-05-05 久しぶり。生田衣梨奈
entry	12895593261	28	# 2025-04-20 さくらい。生田衣梨奈
entry	12826588427	27	# 2023-10-30 ホントにホントにありがとう☆譜久村聖
entry	12782838985	27	# 2023-01-05 東京巡り☆譜久村聖
entry	12779524157	27	# 2022-12-15 #あゆみずき ☆譜久村聖
entry	12734053321	27	# 2022-03-26 たのしかた☆譜久村聖
entry	12733519311	27	# 2022-03-23 七味レポ☆譜久村聖
entry	12701694085	27	# 2021-10-03 タノトッツォ！！☆譜久村聖
entry	12694061609	27	# 2021-08-24 えでぃ☆譜久村聖
entry	12691110533	28	# 2021-08-08 今日。生田衣梨奈
entry	12587436877	28	# 2020-04-05 免疫力。生田衣梨奈
entry	12570453704	27	# 2020-01-27 ハロプロONE×ONE☆譜久村聖
entry	12559851699	27	# 2019-12-15 ZDA2☆譜久村聖
entry	12514394664	28	# 2019-08-29 titty&Co.。生田衣梨奈

# ── morningmusume15ki ──
entry	12889789427	44	# 2025-03-13 岡村ほまれ
entry	12850939297	43	# 2024-05-04 北川莉央
entry	12804727020	45	# 2023-05-26 No.1410  ラストスパート！ 山﨑愛生
entry	12801512606	43	# 2023-05-04 静岡！　北川莉央
entry	12710600582	44	# 2021-11-16 満腹 岡村ほまれ

# ── morningmusume16ki ──
entry	12979198127	48	# 2026-09-19 櫻井さんのお化粧教室☆ 弓桁朱琴
entry	12977777545	196	# 2026-09-04 明日からは〜！！ 鈴木もあ
entry	12977773275	50	# 2026-09-04 ついに明日から！石川華望

# ── tsubaki-factory-new ──
entry	12943943372	157	# 2025-11-07 うれしーーの石井泉羽
entry	12929704228	160	# 2025-09-12 fsk！！！西村乙輝
entry	12929481026	160	# 2025-09-11 幸せな悩み　西村乙輝
entry	12893636443	159	# 2025-04-12 ポケポケ！！土居楓奏
entry	12883611229	157	# 2025-01-23 アーモンドゥ！石井泉羽
entry	12882465888	158	# 2025-01-14 いちねん！？村田結生
entry	12881336677	159	# 2025-01-05 トマト食べたい！土居楓奏
entry	12868908539	158	# 2024-09-25 和を感じたい 村田結生
entry	12867452488	159	# 2024-09-13 まんが 土居楓奏
entry	12867448099	157	# 2024-09-13 大阪Tomorrow！石井泉羽

# ── 個別に決めたもの（タイトルだけでは決められないもの・まだ取り込んでいないもの） ──
entry	11544826466	96	#
entry	11783232661	96	#
entry	11155617406	-	# 追加販売のお知らせ。（スタッフ）
entry	11217726959	95	#
entry	11453335643	97	#
entry	11529821236	95	#
entry	11545517618	95	#
entry	11545630723	95	#
entry	11614497735	-	# 【スタッフより】「我らジャンヌ」（スタッフ）
entry	11623987909	95	#
entry	11821080105	93	#
entry	11872110436	93	#
entry	11953752533	95	#
entry	11967710920	93	#
entry	11971076440	-	# ブログ変更のお知らせ（スタッフ）
entry	12340773412	41	# 加賀楓（まだ取り込んでいない）
entry	11449047176	-	# スタッフ（まだ取り込んでいない）
entry	11604184916	-	# スタッフ（まだ取り込んでいない）
entry	11620694542	-	# スタッフ（まだ取り込んでいない）
entry	11970588609	-	# スタッフ（まだ取り込んでいない）
entry	12032566892	-	# スタッフ（まだ取り込んでいない）
entry	12893801837	-	# 北川莉央の謝罪文のため載せない
entry	12881823134	-	# 北川莉央の謝罪文のため載せない
entry	12975373354	171	#
entry	12927685264	157	#
entry	12976979612	125	# 2026-08-27 夏　Riai（松永里愛の署名）
entry	12972624226	125	# 2026-07-13 参戦　Riai（松永里愛の署名）
# ── Juice=Juice 公式のテーマ無し（スタッフ投稿。まだ取り込んでいない） ──
entry	12118084109	-	# スタッフ
entry	11938319662	-	# スタッフ
entry	11614231578	-	# スタッフ
entry	11614105531	-	# スタッフ

# ── 2026-09-23 の取り込みぶんで新たに出てきたテーマ無し（同じテーマの続き） ──
entry	12897332034	129	# 2025-04-25 初心　入江里咲
entry	12895131227	130	# 2025-04-19 スターート！     石山咲良
entry	12894783565	132	# 2025-04-18 明日から  川嶋美楓
entry	12328132305	41	# 2017-11-13 ただいま背伸び。   加賀楓
entry	12325060105	41	# 2017-11-02 Cafe♪♪  加賀楓
entry	12315458436	41	# 2017-09-30 4の12が3で。   加賀楓
entry	12315167854	41	# 2017-09-29 4の10が6で。    加賀楓
entry	12312207781	40	# 2017-09-19 179.踊☆横山玲奈
entry	12301279354	42	# 2017-08-13 『決まりました！』森戸知沙希
entry	12297290570	42	# 2017-07-30 『みどり軍。』森戸知沙希
entry	12292958685	42	# 2017-07-15 『初の。』森戸知沙希
entry	12287843433	41	# 2017-06-28 テレ東音楽祭！    加賀楓
entry	12287553237	40	# 2017-06-27 128.楽☆横山玲奈
entry	12287241915	40	# 2017-06-26 127.帰☆横山玲奈
entry	12273797101	41	# 2017-05-11 ロケ。   加賀楓
entry	12266548050	41	# 2017-04-17 串カツ！！    加賀楓
entry	12249324738	40	# 2017-02-19 25.幸☆横山玲奈
entry	12247811745	41	# 2017-02-14 バレンタイン！   加賀楓
entry	12247112098	41	# 2017-02-12 ペアルック、、、？   加賀楓
entry	12394544231	28	# 2018-07-31 福岡公演と買い物。生田衣梨奈
entry	12384226719	28	# 2018-06-16 明日は千秋楽&イベント。生田衣梨奈
entry	11018604655	97	# 2011-09-15 みなさんはじめまして芽実です♪
entry	12867949262	155	# 2024-09-17 つきー！　福田真琳
entry	12864141239	152	# 2024-08-18 愛　秋山眞緒
entry	12861391664	153	# 2024-07-26 わーいっ！！嬉しい河西結心
